"I got a new capital one credit card. I go to log in to the app and it wants to send a code to my phone. I never get a code. I clicked the call me option. No phone call. I dig and see an option to upload my ID. I click it and nothing happens. I call them and they say it's because they can't verify my identity through my phone number. They were happy to ding my credit, open the account, send and activate the card, but when I try to manage the account that's when security kicks in. I cancelled it.",1
"It's not as good for online as much as I thought. Very limited setting you can do. The ai (Act)knows everything and acts knows nothing same time a very low informative Ai chat. Instead, put a chart to see the income, saving, etc. The app ui is very simple and feels old dated. Also, there is very limited control over your employment status or atm withdral ( Varies the atm you chose!! It's work perfectly, tho :)). Everything I need to call or visit café is a joke.Love the platform but not design.",2
"This is yet the best way to manage my banking needs, Great and easy way to use Capital One App (posted years ago) .!! ""It was working perfectly for many years, for the last 6-9 months some times let me take care of my payments sometimes it doesn't and just cut me off and sends me to sign in again and again. I am so into this Online Banking with Capital One that it would be a shame to stary looking for a different online banking institution. Please Look into this. Thank you. (posted on May 202)",5
I have no idea what has happened to Capital Ones customer service along with the app. i have spent now weeks unraveling a nightmare because I accepted tjeir invite for the 365 Checking Acct. I almost felt BULLIED into signing up for the service. And once they had access? to my additional financial institutions? it because a series of holds and fees and MANY INTERACTIONS with CSRs. An absolute nightmare. I definitely cannot recommend the app at this time. especially for the attempt at banking.,1
"3 . . there's no option for a Statement online, I cannot find my Accurate Balance.. . I over drawn my Funds, And didn't know when I was on empty balance, The A.I customer service text Chat was not that well programed to answer the questions of Online statements or Balance. I just wish Companies Would see the Importance of the Working Class, and Care to supply A Guarantee Application, that is Helpful Not Frustrating, just to Save a few pennies . People Put their Trust into these companies!!!",3
"Far & away the most annoying financial app I've ever used. I pretty much love EVERY other one aside from Capital One for one simple reason: Amex, BofA, Chase, Chime, Citi, Discover, Sofi, nor Synchrony will bombard you with credit card offers EVERY single time you log in. NONE of them do that, but Capital One has no shame and makes you hit stupid buttons titled ""Decline Free Coupons"" to deceive you and make you feel dumb. Once I pay off my auto loan, I won't be able to uninstall fast enough!",1
"I was pleasantly surprised when I was Approved for this card! and a Capitol One card at that. I've been slowly fixing my credit forever now, it isn't easy, especially on a limited budget. I got turned down time and time again, and that was just at the Pre-qualification point! I sincerely thank C.O. for giving me the chance to start building healthy credit again. I had a series of unfortunate events, beyond my control. Now I can work on getting back to where I use to be! This is so exciting!",5
It WAS working great but over the last few weeks suddenly I need a one time code sent to me EVERY TIME I OPEN THE APP WITH MY FINGERPRINT. Why is this necessary EVERY SINGLE TIME? The first time it started asking for a one time code it failed to send a code SO MANY TIMES it told me I had used the feature too many times and my ONLY option was to turn on my phone's NFC and put my card to the phone. How many people steal someone's phone AND finger AND then try to check the victim's statement?,2
Since being forced to move over from the Discover app (which I vastly preferred) I have noticed some quality of life options Discover had that Capital strangely doesn't. I don't understand why pending charges don't have a subtotal of what my balance will be once they are added. Why do I need to leave your app to figure out what my balance is. That's your job. Why is there not an option to auto apply cashback to my balance? There is a whole 7 extra steps now I never needed before. Baffling.,2
"we get paid once a month, I am doing my best to keep my credit card up to date, I usually pay more than just the current amount due. I try to pay off my small one, my wife has a small one, my large one time is the key with that one. but I have paid it off in the past if you look. it takes time, we don't get snap, this is the way we do it, with the card. this one is for my dog and I didn't realize that it was so much this time. I'm working on getting it paid. I don't want to lose this card.",5
"A company fraudulently took my money. I reported it to the bank and the bank decided that it was my fault I was stolen from. Beyond that, the change to Discover has made transactions more difficult. Some places don't take my card, while others don't allow Discover Cards to tap to pay. Worst of all when traveling I can NEVER find a Capital One Bank. I decided to switch bankers because of the list of problems they continue to create for me, but mostly because they let a thief take my money.",1
"THEY BUG AND BUG AND BUG ME SAYING IM PRE-APPROVED FOR AUTO LOAN... I FINALLY CHECK IT OUT AND THEY SAY I CANT GET A LOAN .... EVEN THO I HAVE GOOD CREDIT AND I ALWAYS... ALWAYS... PAY MY BILL ON TIME... AND IM DENIED... LOL SO BASICALLY YOU LOSE OUT ON MY MONEY.... YOUR LOSS YOUR LOSS YOUR LOSS YOUR LOSS!!!!!! SO BASICALLY... I DON'T CARE WHAT IS HAPPENING IN MY LIFE... YOU WILL NEVER... EVER... EVER... GET A LOAN FROM ME.... NO MATTER HOW ""GOOD"" YOU THINK OF MY CREDIT IS... STUPID MOVE.",1
"We’ve noticed you’re not set up to receive important account alerts via text or call from us. By enabling alerts for your mobile phone number, you can get notified quickly with important account information and updates. Rest assured, we will only use your mobile number to contact you about your relationship with Capital One and not for any marketing communications. (AM DEAF NO DON'T BE CALIN ME ANYWAY U V MY EMAIL ALL NEED! WHY SET WAY IT IS DEAF CAN'T HEARS ON PHONE DUH RESPECT MY ADA!)",1
"worst service ever! I just opened the account. my paycheck was direct deposited last night, I go to check my balance and it shows 0 dollars. so I call them from the number that I opened the account with, answered all of their identity questions properly but they still wanted me to take a picture of my ID. I explained that my camera is broken on my phone. so they say that I can use another phone number to verify, so I have them send it to my sister's phone. they still wouldn't take that.",1
"app is great but their banking is mediocre at the best. always take so long to process the payment, usually all the purchases are stuck pending for days. also their credit line decision is one of the worst among every bank I've been, their cards are the one that gives me the lowest line so I had to stop using them! I can't believe I have 800+ credit and proof of long credit history yet my first card has limit of $750! can't believe this, most of my other cards are well over 10k limit.",3
"If you travel internationally, Capital One's app is f'd up. I'm American, but I travel to Vietnam frequently, so I default my phone to Vietnamese, which, like many languages, swaps the decimal point and comma, unlike in the US. This makes the Capital One app go haywire. It forces me to use Viet notation, but then it doesn't seem to understand that notation! For example, it forces me to input $1000 as $1000,00 but then tells me there's an error in the amount and won't let me proceed!",1
"I'm locked out before I even get started! Then there's ph #s on the acct that are NOT mine! & no one can help me til 8am, if I would have known I was going to have to go thru all this I NEVER would have applied for their card! pffft waste of my time!! There are PLENTY other banks to work with, this bank is lame! TO MUCH security, I like my accts to be secure but I shouldn't be locked out & have to prove myself before I start! I hate this app & bank! I'm never using this card!",1
